"id_candidato";"theta_gerado";"theta_estimado";"se_theta";"acertos";"percentual";"nota_enamed";"classificacao"
15789;-0,3461;-0,622;0,2053;44;44;43,8;"REPROVADO"
15790;-0,1707;-0,2442;0,2052;53;53;47,6;"REPROVADO"
15791;0,8812;0,8103;0,23;76;76;58,1;"REPROVADO"
15792;0,1116;0,231;0,2117;64;64;52,3;"REPROVADO"
15793;-0,0307;0,0546;0,2085;60;60;50,5;"REPROVADO"
15794;0,3733;0,0546;0,2085;60;60;50,5;"REPROVADO"
15795;-0,5632;-0,2442;0,2052;53;53;47,6;"REPROVADO"
15796;0,1976;0,3675;0,215;67;67;53,7;"REPROVADO"
15797;-0,6663;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15798;-0,328;-0,4121;0,2047;49;49;45,9;"REPROVADO"
15799;-0,6019;-0,202;0,2055;54;54;48;"REPROVADO"
15800;0,3331;0,2761;0,2128;65;65;52,8;"REPROVADO"
15801;-0,3968;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15802;1,4336;1,149;0,2462;82;82;61,5;"LIMITE"
15803;-0,2905;-0,3282;0,2049;51;51;46,7;"REPROVADO"
15804;0,0129;0,1864;0,2108;63;63;51,9;"REPROVADO"
15805;-0,9104;-0,9652;0,2096;36;36;40,3;"REPROVADO"
15806;0,8872;0,7579;0,2279;75;75;57,6;"REPROVADO"
15807;1,7078;1,4756;0,266;87;87;64,8;"LIMITE"
15808;-0,2449;-0,1597;0,2058;55;55;48,4;"REPROVADO"
15809;0,8667;0,7579;0,2279;75;75;57,6;"REPROVADO"
15810;0,6336;0,9739;0,2373;79;79;59,7;"REPROVADO"
15811;-1,0553;-0,9214;0,2088;37;37;40,8;"REPROVADO"
15812;0,3333;0,5087;0,219;70;70;55,1;"REPROVADO"
15813;-0,5963;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15814;1,2522;1,2737;0,2533;84;84;62,7;"LIMITE"
15815;0,3261;0,414;0,2163;68;68;54,1;"REPROVADO"
15816;0,0223;-0,2442;0,2052;53;53;47,6;"REPROVADO"
15817;0,202;0,2761;0,2128;65;65;52,8;"REPROVADO"
15818;-0,2621;-0,3282;0,2049;51;51;46,7;"REPROVADO"
15819;-1,4473;-1,0537;0,2113;34;34;39,5;"REPROVADO"
15820;2,2806;1,9558;0,3025;93;93;69,6;"LIMITE"
15821;0,1739;0,0113;0,2078;59;59;50,1;"REPROVADO"
15822;0,5173;0,7579;0,2279;75;75;57,6;"REPROVADO"
15823;0,8343;0,557;0,2206;71;71;55,6;"REPROVADO"
15824;-0,8914;-0,7066;0,206;42;42;42,9;"REPROVADO"
15825;0,2724;0,0546;0,2085;60;60;50,5;"REPROVADO"
15826;0,493;0,3215;0,2138;66;66;53,2;"REPROVADO"
15827;-0,4161;-0,4121;0,2047;49;49;45,9;"REPROVADO"
15828;0,5578;0,4611;0,2176;69;69;54,6;"REPROVADO"
15829;-0,2915;-0,202;0,2055;54;54;48;"REPROVADO"
15830;-1,4587;-1,0986;0,2123;33;33;39;"REPROVADO"
15831;0,3282;-0,1597;0,2058;55;55;48,4;"REPROVADO"
15832;0,6647;0,4611;0,2176;69;69;54,6;"REPROVADO"
15833;-1,9584;-1,7937;0,237;19;19;32,1;"REPROVADO"
15834;1,0411;1,0892;0,243;81;81;60,9;"LIMITE"
15835;0,9227;0,9182;0,2347;78;78;59,2;"REPROVADO"
15836;0,0908;0,0113;0,2078;59;59;50,1;"REPROVADO"
15837;-0,42;-0,4959;0,2048;47;47;45;"REPROVADO"
15838;1,7878;1,4756;0,266;87;87;64,8;"LIMITE"
15839;-0,4528;-0,7919;0,2069;40;40;42,1;"REPROVADO"
15840;0,8604;0,7579;0,2279;75;75;57,6;"REPROVADO"
15841;-0,5602;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15842;-0,0592;-0,1597;0,2058;55;55;48,4;"REPROVADO"
15843;0,9648;0,8103;0,23;76;76;58,1;"REPROVADO"
15844;-0,2201;-0,202;0,2055;54;54;48;"REPROVADO"
15845;0,3957;0,3215;0,2138;66;66;53,2;"REPROVADO"
15846;-0,4278;-0,5799;0,2051;45;45;44,2;"REPROVADO"
15847;0,9937;0,7579;0,2279;75;75;57,6;"REPROVADO"
15848;-0,2132;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15849;-0,1595;-0,1597;0,2058;55;55;48,4;"REPROVADO"
15850;-0,0031;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15851;0,4348;0,557;0,2206;71;71;55,6;"REPROVADO"
15852;-0,8273;-1,0986;0,2123;33;33;39;"REPROVADO"
15853;0,2594;0,4611;0,2176;69;69;54,6;"REPROVADO"
15854;-0,1664;-0,202;0,2055;54;54;48;"REPROVADO"
15855;0,4099;0,557;0,2206;71;71;55,6;"REPROVADO"
15856;0,7271;0,9182;0,2347;78;78;59,2;"REPROVADO"
15857;0,9553;0,9739;0,2373;79;79;59,7;"REPROVADO"
15858;-0,1383;-0,4959;0,2048;47;47;45;"REPROVADO"
15859;0,105;-0,2862;0,205;52;52;47,1;"REPROVADO"
15860;-0,7521;-0,9214;0,2088;37;37;40,8;"REPROVADO"
15861;-0,8323;-0,7066;0,206;42;42;42,9;"REPROVADO"
15862;0,0181;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15863;-0,4462;-0,7066;0,206;42;42;42,9;"REPROVADO"
15864;0,7065;0,8103;0,23;76;76;58,1;"REPROVADO"
15865;0,604;0,4611;0,2176;69;69;54,6;"REPROVADO"
15866;-0,2896;-0,4121;0,2047;49;49;45,9;"REPROVADO"
15867;0,4434;0,4611;0,2176;69;69;54,6;"REPROVADO"
15868;-0,1005;-0,202;0,2055;54;54;48;"REPROVADO"
15869;0,1753;0,3675;0,215;67;67;53,7;"REPROVADO"
15870;-0,3971;-0,202;0,2055;54;54;48;"REPROVADO"
15871;-0,4707;-0,454;0,2047;48;48;45,5;"REPROVADO"
15872;-1,1869;-1,236;0,2158;30;30;37,6;"REPROVADO"
15873;0,8426;1,2105;0,2496;83;83;62,1;"LIMITE"
15874;-0,1498;-0,2442;0,2052;53;53;47,6;"REPROVADO"
15875;0,5262;0,3675;0,215;67;67;53,7;"REPROVADO"
15876;0,1042;-0,2442;0,2052;53;53;47,6;"REPROVADO"
15877;0,2605;0,0113;0,2078;59;59;50,1;"REPROVADO"
15878;0,5263;0,3675;0,215;67;67;53,7;"REPROVADO"
15879;-1,6251;-1,6838;0,2319;21;21;33,2;"REPROVADO"
15880;-0,4589;-0,3702;0,2047;50;50;46,3;"REPROVADO"
15881;0,5309;0,7579;0,2279;75;75;57,6;"REPROVADO"
15882;-0,7915;-0,7491;0,2064;41;41;42,5;"REPROVADO"
15883;0,4732;0,3675;0,215;67;67;53,7;"REPROVADO"
15884;-1,4182;-1,3783;0,2201;27;27;36,2;"REPROVADO"
15885;0,4177;0,3215;0,2138;66;66;53,2;"REPROVADO"
15886;-0,2435;-0,4959;0,2048;47;47;45;"REPROVADO"
15887;-0,8387;-0,7919;0,2069;40;40;42,1;"REPROVADO"
15888;-0,4724;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15889;-0,914;-0,7919;0,2069;40;40;42,1;"REPROVADO"
15890;0,7447;0,5087;0,219;70;70;55,1;"REPROVADO"
15891;0,5117;0,6061;0,2222;72;72;56,1;"REPROVADO"
15892;0,4182;0,6061;0,2222;72;72;56,1;"REPROVADO"
15893;0,5465;0,3675;0,215;67;67;53,7;"REPROVADO"
15894;0,0518;0,1421;0,21;62;62;51,4;"REPROVADO"
15895;-0,0291;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15896;0,1082;0,0982;0,2092;61;61;51;"REPROVADO"
15897;-1,4712;-1,0986;0,2123;33;33;39;"REPROVADO"
15898;0,7184;1,0308;0,2401;80;80;60,3;"LIMITE"
15899;0,0671;0,6061;0,2222;72;72;56,1;"REPROVADO"
15900;-0,4692;-0,3702;0,2047;50;50;46,3;"REPROVADO"
15901;-0,3302;-0,1172;0,2062;56;56;48,8;"REPROVADO"
15902;-0,2001;0,0113;0,2078;59;59;50,1;"REPROVADO"
15903;-0,9496;-1,0093;0,2104;35;35;39,9;"REPROVADO"
15904;-0,2334;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15905;-1,8791;-2,03;0,2496;15;15;29,7;"REPROVADO"
15906;-0,3435;-0,1597;0,2058;55;55;48,4;"REPROVADO"
15907;0,7912;0,414;0,2163;68;68;54,1;"REPROVADO"
15908;0,0336;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15909;0,86;0,9739;0,2373;79;79;59,7;"REPROVADO"
15910;0,0013;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15911;-0,6854;-0,622;0,2053;44;44;43,8;"REPROVADO"
15912;-0,102;-0,1172;0,2062;56;56;48,8;"REPROVADO"
15913;-0,7954;-0,5799;0,2051;45;45;44,2;"REPROVADO"
15914;-0,259;-0,3702;0,2047;50;50;46,3;"REPROVADO"
15915;0,5399;0,4611;0,2176;69;69;54,6;"REPROVADO"
15916;-0,1405;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15917;0,2927;0,1864;0,2108;63;63;51,9;"REPROVADO"
15918;0,4819;0,6558;0,224;73;73;56,6;"REPROVADO"
15919;0,3856;0,414;0,2163;68;68;54,1;"REPROVADO"
15920;-0,2486;0,0113;0,2078;59;59;50,1;"REPROVADO"
15921;-0,3757;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15922;-0,5871;-0,4121;0,2047;49;49;45,9;"REPROVADO"
15923;0,1667;0,231;0,2117;64;64;52,3;"REPROVADO"
15924;-0,7288;-0,7066;0,206;42;42;42,9;"REPROVADO"
15925;0,8629;0,9739;0,2373;79;79;59,7;"REPROVADO"
15926;0,3359;0,1864;0,2108;63;63;51,9;"REPROVADO"
15927;1,6167;1,7003;0,282;90;90;67;"LIMITE"
15928;-0,2047;-0,5799;0,2051;45;45;44,2;"REPROVADO"
15929;1,1067;0,6558;0,224;73;73;56,6;"REPROVADO"
15930;-0,3168;-0,622;0,2053;44;44;43,8;"REPROVADO"
15931;0,1693;-0,1172;0,2062;56;56;48,8;"REPROVADO"
15932;0,9726;1,0892;0,243;81;81;60,9;"LIMITE"
15933;0,9526;0,9739;0,2373;79;79;59,7;"REPROVADO"
15934;1,1776;0,7064;0,2259;74;74;57,1;"REPROVADO"
15935;-1,7374;-1,4767;0,2235;25;25;35,2;"REPROVADO"
15936;0,2285;0,2761;0,2128;65;65;52,8;"REPROVADO"
15937;1,863;1,4756;0,266;87;87;64,8;"LIMITE"
15938;0,4538;0,231;0,2117;64;64;52,3;"REPROVADO"
15939;-0,4979;-0,3282;0,2049;51;51;46,7;"REPROVADO"
15940;-0,6512;-0,7491;0,2064;41;41;42,5;"REPROVADO"
15941;0,0437;0,0982;0,2092;61;61;51;"REPROVADO"
15942;0,2725;0,231;0,2117;64;64;52,3;"REPROVADO"
15943;0,4811;0,5087;0,219;70;70;55,1;"REPROVADO"
15944;-0,9211;-0,878;0,2081;38;38;41,2;"REPROVADO"
15945;-0,7535;-0,7066;0,206;42;42;42,9;"REPROVADO"
15946;-0,1299;0,1864;0,2108;63;63;51,9;"REPROVADO"
15947;-0,4527;-0,454;0,2047;48;48;45,5;"REPROVADO"
15948;0,9326;0,8637;0,2323;77;77;58,6;"REPROVADO"
15949;2,2726;1,8665;0,2951;92;92;68,7;"LIMITE"
15950;-0,7271;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15951;1,2599;1,3388;0,2572;85;85;63,4;"LIMITE"
15952;-0,9336;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15953;0,9386;0,7064;0,2259;74;74;57,1;"REPROVADO"
15954;1,4671;1,5476;0,2709;88;88;65,5;"LIMITE"
15955;0,0484;0,2761;0,2128;65;65;52,8;"REPROVADO"
15956;0,2393;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15957;0,3159;0,5087;0,219;70;70;55,1;"REPROVADO"
15958;0,1805;0,1421;0,21;62;62;51,4;"REPROVADO"
15959;-0,5172;-0,6642;0,2056;43;43;43,4;"REPROVADO"
15960;-0,3938;-0,7919;0,2069;40;40;42,1;"REPROVADO"
15961;-0,2283;-0,7066;0,206;42;42;42,9;"REPROVADO"
15962;-0,0369;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15963;0,0682;-0,2442;0,2052;53;53;47,6;"REPROVADO"
15964;0,4181;0,557;0,2206;71;71;55,6;"REPROVADO"
15965;-0,1806;-0,0318;0,2072;58;58;49,7;"REPROVADO"
15966;-0,141;0,1864;0,2108;63;63;51,9;"REPROVADO"
15967;-0,4487;-0,7066;0,206;42;42;42,9;"REPROVADO"
15968;-0,738;-0,5799;0,2051;45;45;44,2;"REPROVADO"
15969;-0,799;-0,7066;0,206;42;42;42,9;"REPROVADO"
15970;0,3892;0,2761;0,2128;65;65;52,8;"REPROVADO"
15971;-0,6094;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15972;0,6357;0,8103;0,23;76;76;58,1;"REPROVADO"
15973;-0,7882;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15974;0,1545;0,0113;0,2078;59;59;50,1;"REPROVADO"
15975;-1,0178;-1,1439;0,2134;32;32;38,6;"REPROVADO"
15976;0,6071;1,0308;0,2401;80;80;60,3;"LIMITE"
15977;0,0764;0,1864;0,2108;63;63;51,9;"REPROVADO"
15978;-1,4973;-1,4767;0,2235;25;25;35,2;"REPROVADO"
15979;-0,252;-0,1172;0,2062;56;56;48,8;"REPROVADO"
15980;-0,0138;0,0113;0,2078;59;59;50,1;"REPROVADO"
15981;-0,8925;-1,0093;0,2104;35;35;39,9;"REPROVADO"
15982;0,6649;0,5087;0,219;70;70;55,1;"REPROVADO"
15983;-0,9623;-0,9214;0,2088;37;37;40,8;"REPROVADO"
15984;0,0853;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15985;-0,1102;-0,1172;0,2062;56;56;48,8;"REPROVADO"
15986;0,0618;0,0546;0,2085;60;60;50,5;"REPROVADO"
15987;-0,0077;-0,1172;0,2062;56;56;48,8;"REPROVADO"
15988;0,6755;0,557;0,2206;71;71;55,6;"REPROVADO"
15989;0,6071;0,5087;0,219;70;70;55,1;"REPROVADO"
15990;1,0185;0,5087;0,219;70;70;55,1;"REPROVADO"
15991;0,6705;0,7579;0,2279;75;75;57,6;"REPROVADO"
15992;-0,6238;-0,5379;0,2049;46;46;44,6;"REPROVADO"
15993;-0,5699;-0,878;0,2081;38;38;41,2;"REPROVADO"
15994;0,6692;0,414;0,2163;68;68;54,1;"REPROVADO"
15995;-1,6699;-1,3783;0,2201;27;27;36,2;"REPROVADO"
15996;0,6658;0,4611;0,2176;69;69;54,6;"REPROVADO"
15997;-0,1322;-0,0746;0,2067;57;57;49,3;"REPROVADO"
15998;-0,6208;-0,7066;0,206;42;42;42,9;"REPROVADO"
15999;0,526;0,3675;0,215;67;67;53,7;"REPROVADO"
16000;0,7143;0,8637;0,2323;77;77;58,6;"REPROVADO"
16001;0,3456;0,5087;0,219;70;70;55,1;"REPROVADO"
16002;0,3615;0,3215;0,2138;66;66;53,2;"REPROVADO"
16003;-0,2946;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16004;0,6018;0,4611;0,2176;69;69;54,6;"REPROVADO"
16005;-0,5427;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16006;0,103;-0,202;0,2055;54;54;48;"REPROVADO"
16007;0,2031;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16008;-0,6073;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16009;0,2839;0,1421;0,21;62;62;51,4;"REPROVADO"
16010;-0,0504;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16011;-0,3081;-0,4959;0,2048;47;47;45;"REPROVADO"
16012;0,4726;0,3215;0,2138;66;66;53,2;"REPROVADO"
16013;-1,0912;-0,878;0,2081;38;38;41,2;"REPROVADO"
16014;0,2244;0,1421;0,21;62;62;51,4;"REPROVADO"
16015;-0,4473;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16016;-0,4831;-0,0746;0,2067;57;57;49,3;"REPROVADO"
16017;-0,476;-0,9214;0,2088;37;37;40,8;"REPROVADO"
16018;0,255;0,1864;0,2108;63;63;51,9;"REPROVADO"
16019;-1,0482;-0,8348;0,2075;39;39;41,7;"REPROVADO"
16020;-0,1399;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16021;0,4782;0,4611;0,2176;69;69;54,6;"REPROVADO"
16022;1,4112;1,4756;0,266;87;87;64,8;"LIMITE"
16023;0,1136;0,1864;0,2108;63;63;51,9;"REPROVADO"
16024;0,7423;0,4611;0,2176;69;69;54,6;"REPROVADO"
16025;-1,1316;-0,7066;0,206;42;42;42,9;"REPROVADO"
16026;0,0354;0,1421;0,21;62;62;51,4;"REPROVADO"
16027;-0,1646;-0,3282;0,2049;51;51;46,7;"REPROVADO"
16028;1,0657;0,8103;0,23;76;76;58,1;"REPROVADO"
16029;0,2787;0,1864;0,2108;63;63;51,9;"REPROVADO"
16030;0,2119;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16031;1,3628;1,0892;0,243;81;81;60,9;"LIMITE"
16032;-1,4151;-0,8348;0,2075;39;39;41,7;"REPROVADO"
16033;-0,5423;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16034;0,4168;0,3215;0,2138;66;66;53,2;"REPROVADO"
16035;0,4568;-0,0318;0,2072;58;58;49,7;"REPROVADO"
16036;-0,1578;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16037;-0,7595;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16038;-0,0628;0,0982;0,2092;61;61;51;"REPROVADO"
16039;-0,2915;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16040;0,5365;0,4611;0,2176;69;69;54,6;"REPROVADO"
16041;-0,776;-0,878;0,2081;38;38;41,2;"REPROVADO"
16042;0,2576;0,557;0,2206;71;71;55,6;"REPROVADO"
16043;0,3371;0,414;0,2163;68;68;54,1;"REPROVADO"
16044;-1,0428;-1,3302;0,2186;28;28;36,7;"REPROVADO"
16045;-1,3371;-1,0537;0,2113;34;34;39,5;"REPROVADO"
16046;0,0255;0,1421;0,21;62;62;51,4;"REPROVADO"
16047;-0,2199;-0,202;0,2055;54;54;48;"REPROVADO"
16048;0,6075;0,9182;0,2347;78;78;59,2;"REPROVADO"
16049;-0,5751;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16050;0,9109;0,5087;0,219;70;70;55,1;"REPROVADO"
16051;-0,4394;-0,3702;0,2047;50;50;46,3;"REPROVADO"
16052;-0,5028;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16053;-1,1307;-1,0093;0,2104;35;35;39,9;"REPROVADO"
16054;-0,7725;-0,8348;0,2075;39;39;41,7;"REPROVADO"
16055;-1,2039;-1,0537;0,2113;34;34;39,5;"REPROVADO"
16056;0,3589;0,0982;0,2092;61;61;51;"REPROVADO"
16057;0,6967;0,9739;0,2373;79;79;59,7;"REPROVADO"
16058;-0,1281;-0,3282;0,2049;51;51;46,7;"REPROVADO"
16059;1,0212;0,6061;0,2222;72;72;56,1;"REPROVADO"
16060;1,2769;1,2737;0,2533;84;84;62,7;"LIMITE"
16061;-0,8371;-0,4121;0,2047;49;49;45,9;"REPROVADO"
16062;-0,1246;0,0982;0,2092;61;61;51;"REPROVADO"
16063;-0,9105;-0,7491;0,2064;41;41;42,5;"REPROVADO"
16064;1,1248;0,8637;0,2323;77;77;58,6;"REPROVADO"
16065;-1,1185;-0,7919;0,2069;40;40;42,1;"REPROVADO"
16066;0,131;0,3215;0,2138;66;66;53,2;"REPROVADO"
16067;0,267;0,0546;0,2085;60;60;50,5;"REPROVADO"
16068;0,0099;0,1864;0,2108;63;63;51,9;"REPROVADO"
16069;-1,4416;-1,5783;0,2274;23;23;34,2;"REPROVADO"
16070;-0,0405;0,1864;0,2108;63;63;51,9;"REPROVADO"
16071;0,4044;0,4611;0,2176;69;69;54,6;"REPROVADO"
16072;1,1781;1,149;0,2462;82;82;61,5;"LIMITE"
16073;0,632;0,557;0,2206;71;71;55,6;"REPROVADO"
16074;-0,3275;-0,454;0,2047;48;48;45,5;"REPROVADO"
16075;1,2969;1,4756;0,266;87;87;64,8;"LIMITE"
16076;-0,7276;-0,7066;0,206;42;42;42,9;"REPROVADO"
16077;-0,1617;-0,202;0,2055;54;54;48;"REPROVADO"
16078;0,1862;0,0546;0,2085;60;60;50,5;"REPROVADO"
16079;0,4619;0,3215;0,2138;66;66;53,2;"REPROVADO"
16080;0,3677;0,2761;0,2128;65;65;52,8;"REPROVADO"
16081;0,2653;0,3675;0,215;67;67;53,7;"REPROVADO"
16082;-1,2108;-1,1897;0,2145;31;31;38,1;"REPROVADO"
16083;-0,3557;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16084;-0,0375;0,0546;0,2085;60;60;50,5;"REPROVADO"
16085;-0,4438;-0,2862;0,205;52;52;47,1;"REPROVADO"
16086;0,019;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16087;0,0916;0,1421;0,21;62;62;51,4;"REPROVADO"
16088;-0,8573;-0,7491;0,2064;41;41;42,5;"REPROVADO"
16089;0,1135;0,3215;0,2138;66;66;53,2;"REPROVADO"
16090;-0,5803;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16091;-0,6727;-0,7066;0,206;42;42;42,9;"REPROVADO"
16092;-0,294;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16093;-0,4801;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16094;-0,5644;-0,4121;0,2047;49;49;45,9;"REPROVADO"
16095;0,5895;0,0113;0,2078;59;59;50,1;"REPROVADO"
16096;-1,0897;-0,9214;0,2088;37;37;40,8;"REPROVADO"
16097;1,0886;0,9182;0,2347;78;78;59,2;"REPROVADO"
16098;-0,6391;-0,4121;0,2047;49;49;45,9;"REPROVADO"
16099;0,0576;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16100;-0,124;-0,2442;0,2052;53;53;47,6;"REPROVADO"
16101;-0,6177;-0,454;0,2047;48;48;45,5;"REPROVADO"
16102;0,5078;0,2761;0,2128;65;65;52,8;"REPROVADO"
16103;-0,799;-0,4959;0,2048;47;47;45;"REPROVADO"
16104;-0,7991;-1,3783;0,2201;27;27;36,2;"REPROVADO"
16105;-0,0425;0,1864;0,2108;63;63;51,9;"REPROVADO"
16106;-0,0942;0,0113;0,2078;59;59;50,1;"REPROVADO"
16107;-0,7224;-0,7919;0,2069;40;40;42,1;"REPROVADO"
16108;0,071;0,0982;0,2092;61;61;51;"REPROVADO"
16109;-0,9905;-0,9652;0,2096;36;36;40,3;"REPROVADO"
16110;0,482;0,557;0,2206;71;71;55,6;"REPROVADO"
16111;0,6069;0,6061;0,2222;72;72;56,1;"REPROVADO"
16112;-1,307;-1,0537;0,2113;34;34;39,5;"REPROVADO"
16113;-0,4569;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16114;-0,5696;-0,3702;0,2047;50;50;46,3;"REPROVADO"
16115;-0,2236;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16116;0,4626;0,2761;0,2128;65;65;52,8;"REPROVADO"
16117;-0,0931;-0,3282;0,2049;51;51;46,7;"REPROVADO"
16118;-0,7776;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16119;-0,437;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16120;1,5044;1,0892;0,243;81;81;60,9;"LIMITE"
16121;0,0302;-0,0746;0,2067;57;57;49,3;"REPROVADO"
16122;-0,2341;-0,2862;0,205;52;52;47,1;"REPROVADO"
16123;-0,811;-0,622;0,2053;44;44;43,8;"REPROVADO"
16124;-1,5354;-1,7381;0,2344;20;20;32,6;"REPROVADO"
16125;-0,3334;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16126;0,187;0,0113;0,2078;59;59;50,1;"REPROVADO"
16127;-0,0741;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16128;0,2652;0,0113;0,2078;59;59;50,1;"REPROVADO"
16129;0,346;0,3675;0,215;67;67;53,7;"REPROVADO"
16130;1,8063;1,5476;0,2709;88;88;65,5;"LIMITE"
16131;0,0374;-0,5379;0,2049;46;46;44,6;"REPROVADO"
16132;-0,8969;-0,9214;0,2088;37;37;40,8;"REPROVADO"
16133;-0,7145;-0,3282;0,2049;51;51;46,7;"REPROVADO"
16134;-0,3873;-0,3702;0,2047;50;50;46,3;"REPROVADO"
16135;0,1824;-0,1172;0,2062;56;56;48,8;"REPROVADO"
16136;-0,5259;-0,454;0,2047;48;48;45,5;"REPROVADO"
16137;-0,0372;-0,202;0,2055;54;54;48;"REPROVADO"
16138;0,877;0,557;0,2206;71;71;55,6;"REPROVADO"
16139;-0,3677;-0,4121;0,2047;49;49;45,9;"REPROVADO"
16140;-0,7367;-0,878;0,2081;38;38;41,2;"REPROVADO"
16141;1,1374;1,406;0,2614;86;86;64,1;"LIMITE"
16142;0,7727;0,7579;0,2279;75;75;57,6;"REPROVADO"
16143;0,7955;1,0892;0,243;81;81;60,9;"LIMITE"
16144;0,0153;-0,202;0,2055;54;54;48;"REPROVADO"
16145;-0,956;-0,7919;0,2069;40;40;42,1;"REPROVADO"
16146;-0,0964;0,0113;0,2078;59;59;50,1;"REPROVADO"
16147;-0,7533;-0,7919;0,2069;40;40;42,1;"REPROVADO"
16148;1,1624;0,9182;0,2347;78;78;59,2;"REPROVADO"
16149;-1,0966;-0,8348;0,2075;39;39;41,7;"REPROVADO"
16150;0,3892;0,6061;0,2222;72;72;56,1;"REPROVADO"
16151;0,8189;0,7579;0,2279;75;75;57,6;"REPROVADO"
16152;0,2671;0,2761;0,2128;65;65;52,8;"REPROVADO"
16153;0,4745;0,5087;0,219;70;70;55,1;"REPROVADO"
16154;0,7281;0,7579;0,2279;75;75;57,6;"REPROVADO"
16155;-0,7932;-0,5799;0,2051;45;45;44,2;"REPROVADO"
16156;0,0721;0,1864;0,2108;63;63;51,9;"REPROVADO"
16157;1,1458;0,6558;0,224;73;73;56,6;"REPROVADO"
16158;0,1835;0,4611;0,2176;69;69;54,6;"REPROVADO"
16159;-8e-04;-0,2862;0,205;52;52;47,1;"REPROVADO"
16160;-0,5092;-0,4121;0,2047;49;49;45,9;"REPROVADO"
16161;-1,0162;-0,4959;0,2048;47;47;45;"REPROVADO"
16162;-0,4561;-0,6642;0,2056;43;43;43,4;"REPROVADO"
16163;1,7118;1,3388;0,2572;85;85;63,4;"LIMITE"
16164;-1,6727;-1,6838;0,2319;21;21;33,2;"REPROVADO"
16165;-1,0936;-0,8348;0,2075;39;39;41,7;"REPROVADO"
16166;0,8984;0,5087;0,219;70;70;55,1;"REPROVADO"
16167;-0,6829;-0,7919;0,2069;40;40;42,1;"REPROVADO"
16168;1,295;0,8637;0,2323;77;77;58,6;"REPROVADO"
16169;-0,9638;-0,8348;0,2075;39;39;41,7;"REPROVADO"
16170;0,7175;0,557;0,2206;71;71;55,6;"REPROVADO"
16171;0,3408;0,0982;0,2092;61;61;51;"REPROVADO"
16172;0,1684;-0,0318;0,2072;58;58;49,7;"REPROVADO"
16173;0,4479;0,3215;0,2138;66;66;53,2;"REPROVADO"
16174;-0,3863;-0,202;0,2055;54;54;48;"REPROVADO"
16175;0,4337;0,0982;0,2092;61;61;51;"REPROVADO"
16176;-0,084;0,1864;0,2108;63;63;51,9;"REPROVADO"
16177;0,2057;0,1864;0,2108;63;63;51,9;"REPROVADO"
16178;0,2173;0,0982;0,2092;61;61;51;"REPROVADO"
16179;0,7531;0,6558;0,224;73;73;56,6;"REPROVADO"
16180;-0,203;-0,1597;0,2058;55;55;48,4;"REPROVADO"
16181;-1,0906;-1,0986;0,2123;33;33;39;"REPROVADO"
